Partner Type,Local District,Organization/ Agency,Contact Link,Address,Full Address,City,Zip code,Phone number,Description,id,lon,lat
Student Enrollment,C,Coalition for Responsible Community Developmet (CRCD),https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,1006 E. 28th St.,"1006 E. 28th St., Los Angeles, 90011",Los Angeles,90011,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",223,-118.257299,34.0172197
Student Enrollment,C,Para Los Ninos,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,234 S. Loma Dr.,"234 S. Loma Dr., Los Angeles, 90026",Los Angeles,90026,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",224,-118.2645756,34.0604376
Student Enrollment,E,Para Los Ninos,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,"3845 Selig Pl., Ste. 150","3845 Selig Pl., Ste. 150, Los Angeles, 90031",Los Angeles,90031,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",225,-118.1989767,34.0685547
Student Enrollment,E,Technology Youth Center,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,1600 E. 4th St.,"1600 E. 4th St., Los Angeles, 90033",Los Angeles,90033,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",226,-118.2219151,34.042669
Student Enrollment,NE,El Proyecto Del Barrio,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,9030 Laural Canyon Blvd.,"9030 Laural Canyon Blvd., Sun Valley, 91352",Sun Valley,91352,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",227,-118.40506,34.2335807
Student Enrollment,NE,El Proyecto Del Barrio,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,11844 Glenoaks Blvd.,"11844 Glenoaks Blvd., San Fernando, 91340",San Fernando,91340,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",228,-118.4233635,34.2852732
Student Enrollment,NW,Goodwill Industries of Southern California,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,14565 Lanark St.,"14565 Lanark St., Panorama City, 91420",Panorama City,91420,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",229,-118.4514651,34.2183251
Student Enrollment,S,"LA Youth Opportunity Movement, City of Los Angeles Economic and Workforce Development Department",https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,1773 E. Century Blvd.,"1773 E. Century Blvd., Los Angeles, 90002",Los Angeles,90002,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",230,-118.2410128,33.9458719
Student Enrollment,S,Pacific Gateway,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,"222 W. 6th St., #410","222 W. 6th St., , San Pedro, 90731",San Pedro,90731,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",231,-118.2816227,33.7390365
Student Enrollment,S,Watts Labor Community Action Committee (WLCAC),https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,958 E. 108th St.,"958 E. 108th St., Los Angeles, 90059",Los Angeles,90059,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",232,-118.256728,33.9380337
Student Enrollment,W,"Archdiocesan Youth Empowerment (AYE) Catholic Charities, Inc (CCLA)",https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,1600 W. Imperial Hwy.,"1600 W. Imperial Hwy., Los Angeles, 90047",Los Angeles,90047,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",233,-118.3060819,33.9288113
Student Enrollment,W,Brotherhood Crusade,https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,4401 S. Crenshaw Blvd.,"4401 S. Crenshaw Blvd., Los Angeles, 90043",Los Angeles,90043,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",234,-118.331722,34.0032556
Student Enrollment,W,UCLA Community Based Learning Program (CBL),https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,"3415 S. Sepulveda Blvd., Ste. 130","3415 S. Sepulveda Blvd., Ste. 130, Los Angeles, 90034",Los Angeles,90034,NA,"YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.",235,-118.4242055,34.0205136
Mental Health,C,Center for Japanese Mental Health,https://cjmh.org/,Little Tokyo : 200 S San Pedro St,"Little Tokyo : 200 S San Pedro St, Los Angeles, 90012",Los Angeles,90012,(626) 788-7027,"In-person, existing clients only and on a case-by-case basis; otherwise teletherapy for all. Psychological counseling, specializing in native Japanese speakers or counseling units in which a member is a Japanese-speaker or person of Japanese descent.",236,-118.2415509,34.0490495
Mental Health,C,"John Wesley Health Centers, JWCH, Inc. Residential Treatment Center for Women and Children",http://jwchinstitute.org/specialty-care/substance-abuse/mini-house/,303 E. 52nd St.,"303 E. 52nd St., Los Angeles, 90011",Los Angeles,90011,(323) 918-2139,Residential and Outpatient treatment for alcohol and substance use. Funded through LA County SAPC. Accepts Medi-Cal.,237,-118.2699752,33.995461
Mental Health,C,Soledad Enrichment Action,http://www.seaprograms.org/,222 N. Virgil Avenue,"222 N. Virgil Avenue, Los Angeles, 90004",Los Angeles,90004,213-480-4200,"Gang intervention, gang prevention, case management, counseling, parenting, reentry services, diversion",238,-118.2865098,34.0756285
Mental Health,C,St. John's Well Child and Family Center at Magnolia Place,https://www.wellchild.org/mental-health/,1910 S. Magnolia Ave,"1910 S. Magnolia Ave, Los Angeles, 90007",Los Angeles,90007,(323) 541-1411,"Individuals and family counseling service, homeless health service, health clinic, transgender health services, dental, HIV/AIDS clinic, pediatric, and women's health. Accepts Medi-cal and HMO in network. Intake and mental health services are provided via tele-health.",239,-118.285642,34.0394723
Mental Health,C,Amanecer Community Counseling Services,https://amanecerla.org,"1200 Wilshire Blvd, Suite 400","1200 Wilshire Blvd, Suite 400, Los Angeles, 90017",Los Angeles,90017,Children’s Clinic On Duty Desk: (213) 482-9400 Adult Clinic On Duty Desk: (213) 481-1347,"Telephone intakes. Mental Health RRR, Adult FSP, PEI, Outpatient, Med Support, Children’s Clinic, School Based Co-locations and DV program",240,-118.265186,34.052953
Mental Health,C,Asian American Drug Abuse Program,https://aadapinc.org/,2900 Crenshaw Boulevard,"2900 Crenshaw Boulevard, Los Angeles, 90016",Los Angeles,90016,(310) 768-8018 (Youth) (323) 294-4932 (Adult),Drug and Alcohol recovery services. Low-cost/no cost. Accepts drug medi-cal. Also providing various social services for low-income communities. Counseling services: Counseling will continue to be provided 1:1 by appointment only via telephone and individual sessions.,241,-118.3345693,34.0293099
Mental Health,C,Asian Pacific Counseling and Treatment Center,https://www.apctc.org/,"​600 St. Paul Ave, Suite 101","​600 St. Paul Ave, Suite 101, Los Angeles, 90017",Los Angeles,90017,(213) 252-2100,Individual and Family Counseling Services via tele-health. Accepts Medi-Cal and no/low cost.,242,-118.2606468,34.0531058
Mental Health,C,Children's Bureau,https://www.all4kids.org/,3910 Oakwood Avenue,"3910 Oakwood Avenue, Los Angeles, 90004",Los Angeles,90004,Phone: 323-953-7350 Fax: 323-661-5046,NA,243,-118.292356,34.0774487
Mental Health,C,Crittenton Services for children and Families,https://crittentonsocal.org/,12440 Firestone BlvD.,"12440 Firestone BlvD., Norwalk, 900650",Norwalk,900650,(562)929-4308,Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health. Also foster care/adoption program and a residential treatment services.,244,-118.0685543,33.9047626
Mental Health,C,Gateways Hospital and Mental Health Center,https://www.gatewayshospital.org/,1891 Effie Street,"1891 Effie Street, Los Angeles, 90026",Los Angeles,90026,(323)644-2000,Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.,245,-118.256591,34.0852968
Mental Health,C,Hathaway Sycamores Child and Family Services,https://www.hathaway-sycamores.org/,100 W. Walnut St. Suite 375,"100 W. Walnut St. Suite 375, Pasadena, 91124",Pasadena,91124,(844)222-2377,"Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health. Also foster care/adoption program, wrap around, and a residential treatment services.",246,-118.1527709,34.1487598
Mental Health,C,Hillsides,https://www.hillsides.org/,"​5400 E. Olympic Blvd,","​5400 E. Olympic Blvd,, Los Angeles, 90022",Los Angeles,90022,(323)274-3065,Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.,247,-118.1556963,34.0151135
Mental Health,C,Uplift Family Services,https://upliftfs.org/,815 N. El Centro Ave.,"815 N. El Centro Ave., Los Angeles, 90038",Los Angeles,90038,(323)463-2119,Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.,248,-118.3256933,34.0855137
Mental Health,C,Violence Intervention Program,https://violenceinterventionprogram.org/,1721 Griffin Avenue,"1721 Griffin Avenue, Los Angeles, 90032",Los Angeles,90032,323-221-4134,Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.,249,-118.2117856,34.0634163
Mental Health,C,Weber Community Center,https://ssgweber.org/,5849 Crocker Street,"5849 Crocker Street, Los Angeles, 90003",Los Angeles,90003,(323)234-4445,Individual and Family Counseling Services.,250,-118.2686733,33.9882369
Mental Health,C,WellNest,https://www.wellnestla.org/,3787 South Vermont Ave,"3787 South Vermont Ave, Los Angeles, 90007",Los Angeles,90007,(323)766-345,Individual and Family Counseling Services.,251,-118.291916,34.0173455
Mental Health,E,Alma Family Services,https://www.almafamilyservices.org/,"900 Corporate Center Drive, Suite #350","900 Corporate Center Drive, Suite , Monterey Park, 91754",Monterey Park,91754,(323) 881-3799,Individual and Family Counseling Services; all services are being provided via Telehealth.,252,-118.1606391,34.0516953
Mental Health,E,Asian Pacific Counseling and Treatment Center,https://www.apctc.org/,"​600 St. Paul Ave, Suite 101","​600 St. Paul Ave, Suite 101, Los Angeles, 90017",Los Angeles,90017,(213) 483-3000,Individual and Family Counseling Services; all services are being provided via Telehealth.,253,-118.2606468,34.0531058
Mental Health,E,Community Family Guidance Center,https://www.cfgcenter.com/,5140 Florence Avenue Unit F,"5140 Florence Avenue Unit F, Bell, 90201",Bell,90201,(855) 329-8080,Individual and Family Counseling Services; all services are being provided via Telehealth.,254,-118.1749972,33.9679298
Mental Health,E,Crittenton Services for Children and Families,https://crittentonsocal.org/,"6055 E. Washington Blvd., Suite # 390","6055 E. Washington Blvd., Suite , Commerce, 90040",Commerce,90040,323-721-1073,Individual and Family Counseling Services; all services are being provided via Telehealth.,255,-118.1480259,33.9970023
Mental Health,E,ENKI Healthy and Research Systems,http://www.ehrs.com/,560 S. St Louis St.,"560 S. St Louis St., Los Angeles, 90033",Los Angeles,90033,(323) 261-4900,Individual and Family Counseling Services; all services are being provided via Telehealth.,256,-118.2170821,34.0391553
Mental Health,E,Gateways Hospital and Mental Health Center,https://www.gatewayshospital.org/,4063 Whittier Blvd. Ste. #202,"4063 Whittier Blvd. Ste. , Los Angeles, 90023",Los Angeles,90023,323-268-2100,Individual and Family Counseling Services; all services are being provided via Telehealth.,257,-118.1839832,34.0241193
Mental Health,E,Hathaway Sycamores Child and Family Services,https://www.hathaway-sycamores.org/,840 N. Ave 66,"840 N. Ave 66, Los Angeles, 90042",Los Angeles,90042,(844) 222-2377,Individual and Family Counseling Services; all services are being provided via Telehealth.,258,-118.1721048,34.1207055
Mental Health,E,Helpline Youth Counselng,https://www.hycinc.org/,"12440 E. Firestone Blvd., Ste. 316","12440 E. Firestone Blvd., Ste. 316, Norwalk, 90650",Norwalk,90650,(562) 273-0722,Individual and Family Counseling Services; all services are being provided via Telehealth.,259,-118.0685543,33.9047626
Mental Health,E,Hillsides,https://www.hillsides.org/,5400 E. Olympic Blvd,"5400 E. Olympic Blvd, Los Angeles, 90022",Los Angeles,90022,(323) 274-3065,Individual and Family Counseling Services; all services are being provided via Telehealth.,260,-118.1556963,34.0151135
Mental Health,E,Masada Homes,https://masadahomes.org/,21406 Elaine Avenue,"21406 Elaine Avenue, Hawaiian Gardens, 90716",Hawaiian Gardens,90716,(310) 715-2020,Individual and Family Counseling Services; all services are being provided via Telehealth.,261,-118.0762,33.8348909
Mental Health,E,Northeast Wellness Center,https://dmh.lacounty.gov/,3303 N Broadway,"3303 N Broadway, Los Angeles, 90031",Los Angeles,90031,(323) 341-5100,"Adult Outpatient Services, telehealth.",262,-118.206315,34.0741129
Mental Health,E,Pennylane Center,https://www.pennylane.org/pennylane/,5628 E. Slauson Avenue,"5628 E. Slauson Avenue, Commerce, 90040",Commerce,90040,(323) 480-9242,Individual and Family Counseling Services; all services are being provided via Telehealth.,263,-118.163762,33.9855525
Mental Health,E,The Village Family Services,https://www.thevillagefs.org/,6728 Seville Avenue,"6728 Seville Avenue, Huntington Park, 90255",Huntington Park,90255,323-277-4752,Individual and Family Counseling Services; all services are being provided via Telehealth.,264,-118.2221892,33.97788070000001
Mental Health,E,The Whole Child,https://www.thewholechild.org/,10155 Colima Road,"10155 Colima Road, Whittier, 90603",Whittier,90603,(562) 692-0383,Therapy-Medi-Cal and family housing (for SPA 7),265,-118.0108918,33.9436117
Mental Health,E,Violence Intervention Program,https://violenceinterventionprogram.org/,1721 Griffin Avenue,"1721 Griffin Avenue, Los Angeles, 90031",Los Angeles,90031,323-221-4134,Individual and Family Counseling Services; all services are being provided via Telehealth.,266,-118.2117856,34.0634163
Mental Health,Various,Corona-Norco United Way,https://www.cnunitedway.org/,"815 W. 6th Street, Suites 200 - 205","815 W. 6th Street, Suites 200 - 205, Corona, 92882",Corona,92882,(909) 964-3550,"Virtual case management, counseling and support group",267,-117.5763031,33.8771434
Mental Health,Various,For the Child,https://www.forthechild.org/,4565 California Ave.,"4565 California Ave., Long Beach, 90807",Long Beach,90807,(562) 422-8472 - urgent svcs (800) 549-9343 - referral (800) 549-8343 - clients only,"Child Abuse Response Team (CART), Urgent Child Welfare and Mental Health Emergencies in person, Phone Counseling and Telehealth.",268,-118.1824336,33.8418814
Mental Health,Various,Long Beach Trauma Recovery Center,https://www.csulb.edu/college-of-education/long-beach-trauma-recovery-center,1045 Atlantic Ave #801,"1045 Atlantic Ave , Long Beach, 90813",Long Beach,90813,(562) 985-1366,"Mental health services, case mgmt, outreach, research & education for victims of trauma and violence.",269,-118.185324,33.7802724
Mental Health,Various,Safe Harbor Recovery Center,https://safeharborhouse.com/home-2/?utm_expid=.PgGDIpHoSzin8JDM2tAeqw.1&utm_referrer=,"25801 Obrero Drive, Suite 2","25801 Obrero Drive, Suite 2, Mission Viejo, 92691",Mission Viejo,92691,(844) 754-1513,"Therapy, psychiatric services, case management - Online only.",270,-117.6805636,33.6196868
Mental Health,Various,"Wesley Health Centers, JWCH, Inc. Solution Outpatient Treatment Program",http://jwchinstitute.org/behavioral-health-care/specialty-substance-use-disorder-services/solutions-family-resource-center/,1218 E. Compton Blvd.,"1218 E. Compton Blvd., Los Angeles, 90221",Los Angeles,90221,(323) 918-2139,Residential and Outpatient treatment for alcohol and substance use. Funded through LA County SAPC. Accepts Medi-Cal.,271,-118.2098294,33.8957989
Mental Health,NE,Asian Pacific Counseling and Treatment Center,https://www.apctc.org/,15350 Sherman Way #200,"15350 Sherman Way , Van Nuys, 91406",Van Nuys,91406,(818)267-3100,"Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary as well as crisis response.",278,-118.4674882,34.2005892
Mental Health,NE,Bridges TruStart,http://www.bridgesrehab.org/,20501 Ventura Blvd Ste 170,"20501 Ventura Blvd Ste 170, Woodland Hills, 91364",Woodland Hills,91364,(818) 657-0411 ext 213,"All services are being provided via Telehealth. They provide individual, case management and psychiatric services. Currently using Doxy.Me.",279,-118.5798836,34.16829269999999
Mental Health,NE,Child and Family Guidance Center,https://www.childguidance.org/,9650 Zelzah Avenue,"9650 Zelzah Avenue, Northridge, 91325",Northridge,91325,818-739-5155,"Individual and Family Counseling Services, psychiatric evaluation, wraparound service; all services are being provided via Telehealth. Accepts",280,-118.52249,34.2463039
Mental Health,NE,Counseling4Kids,http://www.counseling4kids.org/,601 S. Glenoaks Blvd ste 200,"601 S. Glenoaks Blvd ste 200, Burbank, 91502",Burbank,91502,(818) 441-7800,Providing Telehealth Services- Mental Health Services and Medication services,281,-118.3012067,34.1790945
Mental Health,NE,Didi Hirsch Mental Health Services,https://didihirsch.org/,1540 East Colorado Street,"1540 East Colorado Street, Glendale, 91205",Glendale,91205,(818) 244-7257,Phone and telehealth (video) Intake appointments and treatment services; no walk-ins; crisis calls are referred to 911.,282,-118.2300479,34.1422784
Mental Health,NE,El Centro de Amistad,https://elcentrodeamistad.com/,566 S. Brand Blvd.,"566 S. Brand Blvd., San Fernando, 91340",San Fernando,91340,(818) 898-0223,Telephone and Telehealth individual counseling.,283,-118.4436132,34.2785355
Mental Health,NE,Hathaway Sycamores Child and Family Services,https://www.hathaway-sycamores.org/,12510 Van Nuys Blvd. Suite 200,"12510 Van Nuys Blvd. Suite 200, Pacoima, 91331",Pacoima,91331,(818) 896-2255,Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program and a residential treatment program.,284,-118.4050372,34.2773782
Mental Health,NE,New Directions for Youth,https://ndfy.org/,7315 Lankershim Blvd.,"7315 Lankershim Blvd., Los Angeles, 91605",Los Angeles,91605,(818) 503-6330,GRYD and Direct Social services to the community and Clinical therapy for youth 10-24 years old),285,-118.3881489,34.2034018
Mental Health,NE,Pacific Asian Counseling Services,http://prod.pacsla.com/,6931 Van Nuys Blvd. Suite 200,"6931 Van Nuys Blvd. Suite 200, Van Nuys, 91405",Van Nuys,91405,(818) 989-9214,"Telehealth and Telephone services: Mental Health services, Psychiatric Medication, Case Management and Crisis response services.",286,-118.4491976,34.1964944
Mental Health,NE,Phoenix House,https://www.phoenixhouse.org/,"11600 Eldridge Ave., Lake View Terrace","11600 Eldridge Ave., Lake View Terrace, Lake View Terrace, 91342",Lake View Terrace,91342,(818) 686-300,"Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary, as well as crisis response.",287,-118.3827506,34.2802878
Mental Health,NE,San Fernando Valley Community Mental Health Center,https://www.movinglivesforward.org/,14550 Sherman Way,"14550 Sherman Way, Van Nuys, 91405",Van Nuys,91405,(818)901-4879,"Individual therapy, parenting support/training, linkage/case management, psychiatric services-all through Telephone and Telehealth.",288,-118.4506807,34.2010262
Mental Health,NE,Stirling Behavioral Health Institute,http://www.stirlingbhi.org/,6931 Van Nuys Blvd #102,"6931 Van Nuys Blvd , Van Nuys, 91405",Van Nuys,91405,(818)376-0134,Individual and Family Counseling via Telehealth.,289,-118.4492095,34.1964998
Mental Health,NE,Tarzana Treatment Center,https://www.tarzanatc.org/,18700 Oxnard Street,"18700 Oxnard Street, Tarzana, 91356",Tarzana,91356,(818) 996-1051,"Crisis response, Case Management Services, Psychiatry, Substance Abuse Program via Telehealth. Inpatient and outpatient mental health services are open. Accepts Medi-Cal.",290,-118.5410082,34.1798947
Mental Health,NE,The Center for Professional Counseling,https://www.thecenterpro.org/,5445 Laurel Canyon Blvd,"5445 Laurel Canyon Blvd, North Hollywood, 91607",North Hollywood,91607,(818) 761-2227,"Telehealth Counseling for individuals, couples, families, and children",291,-118.3968899,34.1698778
Mental Health,NE,The Help Group,https://www.thehelpgroup.org/,15339 Saticoy Street,"15339 Saticoy Street, Van Nuys, 91406",Van Nuys,91406,(818) 267-2753,Case management and individual/family services are being provided via Telehealth.,292,-118.467889,34.2089192
Mental Health,NE,Valley Family Center,https://valleyfamilycenter.org/,302 S. Brand Blvd,"302 S. Brand Blvd, San Fernando, 91340",San Fernando,91340,(818) 365-8588,"Individual, family, couples counseling. Counseling services for kids ages 5+. Group services (telehealth): Domestic Violence for Survivors, Sexual Abuse Awareness, Parenting Classes, Domestic Violence for Aggressors, Anger Management",293,-118.4408164,34.2804121
Mental Health,NW,Asian Pacific Counseling and Treatment Center,https://www.apctc.org/,15350 Sherman Way #200,"15350 Sherman Way , Van Nuys, 91406",Van Nuys,91406,(818)267-3100,"Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary as well as crisis response.",294,-118.4674882,34.2005892
Mental Health,NW,Bridges TruStart,http://www.bridgesrehab.org/,20501 Ventura Blvd Ste 170,"20501 Ventura Blvd Ste 170, Woodland Hills, 91364",Woodland Hills,91364,(818) 657-0411 ext 213,"All services are being provided via Telehealth. They provide individual, case management and psychiatric services. Currently using Doxy.Me.",295,-118.5798836,34.16829269999999
Mental Health,NW,Child and Family Guidance Center,https://www.childguidance.org/,9650 Zelzah Avenue,"9650 Zelzah Avenue, Northridge, 91325",Northridge,91325,818-739-5155,Individual and Family Counseling Services; all services are being provided via Telehealth.,296,-118.52249,34.2463039
Mental Health,NW,Counseling4Kids,www.counseling4kids.org,601 S. Glenoaks Blvd ste 200,"601 S. Glenoaks Blvd ste 200, Burbank, 91502",Burbank,91502,(818) 441-7800,Providing Telehealth Services- Mental Health Services and Medication services,297,-118.3012067,34.1790945
Mental Health,NW,El Centro de Amistad,https://elcentrodeamistad.com/,7038 Owensmouth Ave.,"7038 Owensmouth Ave., Canoga Park, 91303",Canoga Park,91303,(818) 347-8565,Individual mental health services for children and adults. Takes Medi-Cal and is open for treatment and intake via tele-health.,298,-118.6013654,34.1985312
Mental Health,NW,Hathaway Sycamores Child and Family Services,https://www.hathaway-sycamores.org/,12510 Van Nuys Blvd. Suite 200,"12510 Van Nuys Blvd. Suite 200, Pacoima, 91331",Pacoima,91331,(818) 896-2255,Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program and a residential treatment program.,299,-118.4050372,34.2773782
Mental Health,NW,Pacific Asian Counseling Services,http://prod.pacsla.com/,6931 Van Nuys Blvd. Suite 200,"6931 Van Nuys Blvd. Suite 200, Van Nuys, 91405",Van Nuys,91405,(818) 989-9214,"Telehealth and Telephone services: Mental Health services, Psychiatric Medication, Case Management and Crisis response services.",300,-118.4491976,34.1964944
Mental Health,NW,Penny Lane Center,https://www.pennylane.org/pennylane/,15303 Rayen St.,"15303 Rayen St., North Hills, 91343",North Hills,91343,(818) 892-3423,Individual and Famiy counseling services. Accetps Medi-cal and is open for intake service. All outpatient treatment services via tele-health. Also foster care/adoption program and a residential treatment services.,301,-118.4657047,34.2321012
Mental Health,NW,Penny Lane Center,NA,10526 Dubnoff Way,"10526 Dubnoff Way, North Hollywood, 91606",North Hollywood,91606,(818) 894-3384,Individual and Famiy counseling services. Accetps Medi-cal and is open for intake service. All outpatient treatment services via tele-health. Also foster care/adoption program and a residential treatment services.,302,-118.3606905,34.186475
Mental Health,NW,Phoenix House,https://www.phoenixhouse.org/,"11600 Eldridge Ave., Lake View Terrace","11600 Eldridge Ave., Lake View Terrace, Lake View Terrace, 91342",Lake View Terrace,91342,(818) 686-3000,"Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary, as well as crisis response. Medi-Cal.",303,-118.3827506,34.2802878
Mental Health,NW,San Fernando Valley Community Mental Health Center,https://www.movinglivesforward.org/,14551 Sherman Way,"14551 Sherman Way, Van Nuys, 91405",Van Nuys,91405,(818)901-4879,"Individual therapy, parenting support/training, linkage/case management, psychiatric services-all through Telephone and Telehealth.",304,-118.4503456,34.2011982
Mental Health,NW,"SoCal Therapy Center, Inc.",https://socaltherapycenter.com/,19720 Ventura Blvd. Suite #B,"19720 Ventura Blvd. Suite , Woodland Hills, 91364",Woodland Hills,91364,(818) 804-0322 ext. 0,Psychotherapy,305,-118.5632091,34.1717586
Mental Health,NW,Stirling Behavioral Health Institute,http://www.stirlingbhi.org/,6931 Van Nuys Blvd #102,"6931 Van Nuys Blvd , Van Nuys, 91405",Van Nuys,91405,(818)376-0134,Individual and Family Counseling via Telehealth.,306,-118.4492095,34.1964998
Mental Health,NW,Tarzana Treatment Center,https://www.tarzanatc.org/,18701 Oxnard Street,"18701 Oxnard Street, Tarzana, 91356",Tarzana,91356,(818) 996-1051,"Crisis response, Case Management Services, Psychiatry, Substance Abuse Program, inpatient and outpatient mental health services, via telehealth.",307,-118.5406983,34.1801525
Mental Health,NW,The Center for Professional Counseling,https://www.thecenterpro.org/,5445 Laurel Canyon Blvd,"5445 Laurel Canyon Blvd, North Hollywood, 91607",North Hollywood,91607,(818) 761-2227,"Telehealth Counseling for individuals, couples, families, and children",308,-118.3968899,34.1698778
Mental Health,NW,The Help Group,https://www.thehelpgroup.org/,15340 Saticoy Street,"15340 Saticoy Street, Van Nuys, 91406",Van Nuys,91406,(818)267-2753,Case management and individual/family services are being provided via Telehealth.,309,-118.4677141,34.2081455
Mental Health,S,Children's Bureau - Carson,www.all4kids.org,"460 East Carson Plaza Drive, Suite 102","460 East Carson Plaza Drive, Suite 102, Carson, 90746",Carson,90746,(888) 255-4543,"Provides services for children and adults for individual,group,family, trauma and couples therapy. Please call first for intake information.",310,-118.266869,33.8458711
Mental Health,S,Children's Institute Inc.,www.childrensinstitute.org,2121 W. Temple St.,"2121 W. Temple St., Los Angeles, 90026",Los Angeles,90026,(213) 260-7600,"Counseling services for children, adolescents, transition aged youth and parents. Please call first for intake information.",311,-118.2686048,34.070656
Mental Health,S,Counseling4Kids,www.counseling4kids.org,19701 Hamilton Ave.,"19701 Hamilton Ave., Torrance, 90502",Torrance,90502,(310) 817-2177,"Counseling4Kids provides individual, group and family counseling services to children and families in the South Bay. Please call first for intake information.",312,-118.2875603,33.8517505
Mental Health,S,Crittenton Services,http://crittentonsocal.org,"12440 Firestone Blvd., Ste 215","12440 Firestone Blvd., Ste 215, Norwalk, 90650",Norwalk,90650,(714) 680-9000,"Crittenton Services provides services to children and families and include therapy, assessment and family therapy. Please call first for intake information.",313,-118.0685543,33.9047626
Mental Health,S,Didi Hirsch (Taper Foundation Center),"http://didihirsch,org",1328 W. Manchester Ave,"1328 W. Manchester Ave, Los Angeles, 90044",Los Angeles,90044,(323) 778-9593,"Outpatient mental health services for children, teens young adults and families. Please call first for intake information.",314,-118.2992713,33.959624
Mental Health,S,Drew Child Development Corporation,http://drewcdc.org,"3737 Martin Luther King Jr. Blvd., Suite 550","3737 Martin Luther King Jr. Blvd., Suite 550, Lynwood, 90262",Lynwood,90262,(323) 249-2950,"Drew Child Development Corporation provides mental health services for children and families 0-18. Services include individual, group counseling, medication support and parenting classses. Please call first for intake information.",315,-118.2002791,33.9288026
Mental Health,S,Kedren Health,www.kedren.org,710 E. 111th Place,"710 E. 111th Place, Los Angeles, 90059",Los Angeles,90059,(323) 802-0425,"Kedren offers comprehensive in and out patient behavioral health services for children, transitional aged youth, adults and older adults. Please call first for intake information.",316,-118.2628036,33.933676
